Office of the Superintendent of Bankruptcy,,,,,,,,,,,,,,,,,
Business Bankruptcy Statistics by the North American Industry Classification System by Province,,,,,,,,,,,,,,,,,
Year: 2024,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Bureau du surintendent des faillites,,,,,,,,,,,,,,,,,
Statistiques provinciales sur les faillites d'entreprise selon le Système de classification des industries de l'Amerique du Nord,,,,,,,,,,,,,,,,,
Année: 2024,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
TYPE,CODE,TITLE,TITRE,"N.L 
T.-N.-L.","N.S. 
N.-É.","P.E.I. 
Î.-P.-É.","N.B. 
N.-B.","QUE. 
QC","ONT. 
ONT.","MAN. 
MAN.","SASK. 
SASK.","ALTA. 
ALB.","B.C. 
C.-B.","N.W.T. 
T.-N.-O.","Y.T. 
YUKON","NUN. 
NUN.","CANADA 
CANADA"
National Industry / Industrie nationale:,561613,Armoured car services,Services de voitures blindées,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,56162,Security systems services,Services de systèmes de sécurité,0,0,0,0,2,4,0,0,1,0,0,0,0,7
National Industry / Industrie nationale:,561621,Security systems services (except locksmiths),Services de systèmes de sécurité (sauf les serruriers),0,0,0,0,2,4,0,0,1,0,0,0,0,7
National Industry / Industrie nationale:,561622,Locksmiths,Serruriers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,5617,Services to buildings and dwellings,Services relatifs aux bâtiments et aux logements,0,0,0,0,72,37,2,1,3,6,0,0,0,121
Industry / Industrie:,56171,Exterminating and pest control services,Services d'extermination et de lutte antiparasitaire,0,0,0,0,2,0,0,0,0,0,0,0,0,2
National Industry / Industrie nationale:,561710,Exterminating and pest control services,Services d'extermination et de lutte antiparasitaire,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Industry / Industrie:,56172,Janitorial services,Services de conciergerie,0,0,0,0,31,19,2,1,2,3,0,0,0,58
National Industry / Industrie nationale:,561721,Window cleaning services,Services de nettoyage de vitres,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,561722,Janitorial services (except window cleaning),"Services de conciergerie, nettoyage (sauf les vitres)",0,0,0,0,31,19,2,1,2,3,0,0,0,58
Industry / Industrie:,56173,Landscaping services,Services d'aménagement paysager,0,0,0,0,29,16,0,0,1,3,0,0,0,49
National Industry / Industrie nationale:,561730,Landscaping services,Services d'aménagement paysager,0,0,0,0,29,16,0,0,1,3,0,0,0,49
Industry / Industrie:,56174,Carpet and upholstery cleaning services,Services de nettoyage de tapis et de meubles rembourrés,0,0,0,0,2,1,0,0,0,0,0,0,0,3
National Industry / Industrie nationale:,561740,Carpet and upholstery cleaning services,Services de nettoyage de tapis et de meubles rembourrés,0,0,0,0,2,1,0,0,0,0,0,0,0,3
Industry / Industrie:,56179,Other services to buildings and dwellings,Autres services relatifs aux bâtiments et aux logements,0,0,0,0,8,1,0,0,0,0,0,0,0,9
National Industry / Industrie nationale:,561791,Duct and chimney cleaning services,Services de nettoyage de conduits et de cheminées,0,0,0,0,1,0,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,561799,All other services to buildings and dwellings,Tous les autres services relatifs aux bâtiments et aux logements,0,0,0,0,7,1,0,0,0,0,0,0,0,8
Industry Group / Groupe industriel:,5619,Other support services,Autres services de soutien,0,0,1,0,16,6,0,0,0,0,0,0,0,23
Industry / Industrie:,56191,Packaging and labelling services,Services d'emballage et d'étiquetage,0,0,0,0,1,1,0,0,0,0,0,0,0,2
National Industry / Industrie nationale:,561910,Packaging and labelling services,Services d'emballage et d'étiquetage,0,0,0,0,1,1,0,0,0,0,0,0,0,2
Industry / Industrie:,56192,Convention and trade show organizers,"Organisateurs de congrès, de salons et de foires commerciales",0,0,1,0,0,0,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,561920,Convention and trade show organizers,"Organisateurs de congrès, de salons et de foires commerciales",0,0,1,0,0,0,0,0,0,0,0,0,0,1
Industry / Industrie:,56199,All other support services,Tous les autres services de soutien,0,0,0,0,15,5,0,0,0,0,0,0,0,20
National Industry / Industrie nationale:,561990,All other support services,Tous les autres services de soutien,0,0,0,0,15,5,0,0,0,0,0,0,0,20
Sub Sector / Sous-secteur:,562,Waste management and remediation services,Services de gestion des déchets et d'assainissement,0,0,0,0,4,1,0,1,1,1,0,0,0,8
Industry Group / Groupe industriel:,5621,Waste collection,Collecte de déchets,0,0,0,0,0,1,0,0,0,1,0,0,0,2
Industry / Industrie:,56211,Waste collection,Collecte de déchets,0,0,0,0,0,1,0,0,0,1,0,0,0,2
National Industry / Industrie nationale:,562110,Waste collection,Collecte de déchets,0,0,0,0,0,1,0,0,0,1,0,0,0,2
Industry Group / Groupe industriel:,5622,Waste treatment and disposal,Traitement et élimination des déchets,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,56221,Waste treatment and disposal,Traitement et élimination des déchets,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,562210,Waste treatment and disposal,Traitement et élimination des déchets,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,5629,Remediation and other waste management services,Services d'assainissement et autres services de gestion des déchets,0,0,0,0,4,0,0,1,1,0,0,0,0,6
Industry / Industrie:,56291,Remediation services,Services d'assainissement,0,0,0,0,0,0,0,1,0,0,0,0,0,1
National Industry / Industrie nationale:,562910,Remediation services,Services d'assainissement,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Industry / Industrie:,56292,Material recovery facilities,Installations de récupération de matériaux,0,0,0,0,1,0,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,562920,Material recovery facilities,Installations de récupération de matériaux,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Industry / Industrie:,56299,All other waste management services,Tous les autres services de gestion des déchets,0,0,0,0,3,0,0,0,1,0,0,0,0,4
National Industry / Industrie nationale:,562990,All other waste management services,Tous les autres services de gestion des déchets,0,0,0,0,3,0,0,0,1,0,0,0,0,4
Sector / Secteur:,61,Educational services,Services d'enseignement,0,0,1,2,35,20,0,0,1,2,0,0,0,61
Sub Sector / Sous-secteur:,611,Educational services,Services d'enseignement,0,0,1,2,35,20,0,0,1,2,0,0,0,61
Industry Group / Groupe industriel:,6111,Elementary and secondary schools,Écoles primaires et secondaires,0,0,0,0,0,2,0,0,0,0,0,0,0,2
Industry / Industrie:,61111,Elementary and secondary schools,Écoles primaires et secondaires,0,0,0,0,0,2,0,0,0,0,0,0,0,2
National Industry / Industrie nationale:,611110,Elementary and secondary schools,Écoles primaires et secondaires,0,0,0,0,0,2,0,0,0,0,0,0,0,2
Industry Group / Groupe industriel:,6112,Community colleges and C.E.G.E.P.s,Collèges communautaires et cégeps,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,61121,Community colleges and C.E.G.E.P.s,Collèges communautaires et cégeps,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,611210,Community colleges and C.E.G.E.P.s,Collèges communautaires et cégeps,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,6113,Universities,Universités,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,61131,Universities,Universités,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,611310,Universities,Universités,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,6114,Business schools and computer and management training,Écoles de commerce et de formation en informatique et en gestion,0,0,0,0,2,1,0,0,0,0,0,0,0,3
Industry / Industrie:,61141,Business and secretarial schools,Écoles de commerce et de secrétariat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,611410,Business and secretarial schools,Écoles de commerce et de secrétariat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,61142,Computer training,Formation en informatique,0,0,0,0,1,0,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,611420,Computer training,Formation en informatique,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Industry / Industrie:,61143,Professional and management development training,Formation professionnelle et perfectionnement en gestion,0,0,0,0,1,1,0,0,0,0,0,0,0,2
National Industry / Industrie nationale:,611430,Professional and management development training,Formation professionnelle et perfectionnement en gestion,0,0,0,0,1,1,0,0,0,0,0,0,0,2
Industry Group / Groupe industriel:,6115,Technical and trade schools,Écoles techniques et écoles de métiers,0,0,0,0,4,0,0,0,0,0,0,0,0,4
Industry / Industrie:,61151,Technical and trade schools,Écoles techniques et écoles de métiers,0,0,0,0,4,0,0,0,0,0,0,0,0,4
National Industry / Industrie nationale:,611510,Technical and trade schools,Écoles techniques et écoles de métiers,0,0,0,0,4,0,0,0,0,0,0,0,0,4
Industry Group / Groupe industriel:,6116,Other schools and instruction,Autres établissements d'enseignement et de formation,0,0,0,1,24,15,0,0,0,1,0,0,0,41
Industry / Industrie:,61161,Fine arts schools,Écoles des beaux-arts,0,0,0,0,2,1,0,0,0,1,0,0,0,4
National Industry / Industrie nationale:,611610,Fine arts schools,Écoles des beaux-arts,0,0,0,0,2,1,0,0,0,1,0,0,0,4
Industry / Industrie:,61162,Athletic instruction,Formation athlétique,0,0,0,0,2,3,0,0,0,0,0,0,0,5
National Industry / Industrie nationale:,611620,Athletic instruction,Formation athlétique,0,0,0,0,2,3,0,0,0,0,0,0,0,5
Industry / Industrie:,61163,Language schools,Écoles de langues,0,0,0,0,1,1,0,0,0,0,0,0,0,2
National Industry / Industrie nationale:,611630,Language schools,Écoles de langues,0,0,0,0,1,1,0,0,0,0,0,0,0,2
Industry / Industrie:,61169,All other schools and instruction,Tous les autres établissements d'enseignement et de formation,0,0,0,1,19,10,0,0,0,0,0,0,0,30
National Industry / Industrie nationale:,611690,All other schools and instruction,Tous les autres établissements d'enseignement et de formation,0,0,0,1,19,10,0,0,0,0,0,0,0,30
Industry Group / Groupe industriel:,6117,Educational support services,Services de soutien à l'enseignement,0,0,1,1,5,2,0,0,1,1,0,0,0,11
Industry / Industrie:,61171,Educational support services,Services de soutien à l'enseignement,0,0,1,1,5,2,0,0,1,1,0,0,0,11
National Industry / Industrie nationale:,611710,Educational support services,Services de soutien à l'enseignement,0,0,1,1,5,2,0,0,1,1,0,0,0,11
Sector / Secteur:,62,Health care and social assistance,Soins de santé et assistance sociale,0,3,0,0,75,40,0,1,1,6,0,0,0,126
Sub Sector / Sous-secteur:,621,Ambulatory health care services,Services de soins de santé ambulatoires,0,2,0,0,46,29,0,1,1,4,0,0,0,83
Industry Group / Groupe industriel:,6211,Offices of physicians,Cabinets de médecins,0,0,0,0,16,3,0,1,0,0,0,0,0,20
Industry / Industrie:,62111,Offices of physicians,Cabinets de médecins,0,0,0,0,16,3,0,1,0,0,0,0,0,20
National Industry / Industrie nationale:,621110,Offices of physicians,Cabinets de médecins,0,0,0,0,16,3,0,1,0,0,0,0,0,20
Industry Group / Groupe industriel:,6212,Offices of dentists,Cabinets de dentistes,0,0,0,0,4,1,0,0,0,0,0,0,0,5
Industry / Industrie:,62121,Offices of dentists,Cabinets de dentistes,0,0,0,0,4,1,0,0,0,0,0,0,0,5
National Industry / Industrie nationale:,621210,Offices of dentists,Cabinets de dentistes,0,0,0,0,4,1,0,0,0,0,0,0,0,5
Industry Group / Groupe industriel:,6213,Offices of other health practitioners,Cabinets d'autres praticiens de la santé,0,0,0,0,17,18,0,0,1,2,0,0,0,38
Industry / Industrie:,62131,Offices of chiropractors,Cabinets de chiropraticiens,0,0,0,0,1,3,0,0,0,0,0,0,0,4
National Industry / Industrie nationale:,621310,Offices of chiropractors,Cabinets de chiropraticiens,0,0,0,0,1,3,0,0,0,0,0,0,0,4
Industry / Industrie:,62132,Offices of optometrists,Cabinets d'optométristes,0,0,0,0,1,0,0,0,1,0,0,0,0,2
National Industry / Industrie nationale:,621320,Offices of optometrists,Cabinets d'optométristes,0,0,0,0,1,0,0,0,1,0,0,0,0,2
Industry / Industrie:,62133,Offices of mental health practitioners (except physicians),Cabinets de praticiens en santé mentale (sauf les médecins),0,0,0,0,3,1,0,0,0,2,0,0,0,6
National Industry / Industrie nationale:,621330,Offices of mental health practitioners (except physicians),Cabinets de praticiens en santé mentale (sauf les médecins),0,0,0,0,3,1,0,0,0,2,0,0,0,6
Industry / Industrie:,62134,"Offices of physical, occupational, and speech therapists and audiologists","Cabinets de physiothérapeutes, d'ergothérapeutes, d'orthophonistes et
d'audiologistes",0,0,0,0,6,8,0,0,0,0,0,0,0,14
National Industry / Industrie nationale:,621340,"Offices of physical, occupational, and speech therapists and audiologists","Cabinets de physiothérapeutes, d'ergothérapeutes, d'orthophonistes et
d'audiologistes",0,0,0,0,6,8,0,0,0,0,0,0,0,14
Industry / Industrie:,62139,Offices of all other health practitioners,Cabinets de tous les autres praticiens de la santé,0,0,0,0,6,6,0,0,0,0,0,0,0,12
National Industry / Industrie nationale:,621390,Offices of all other health practitioners,Cabinets de tous les autres praticiens de la santé,0,0,0,0,6,6,0,0,0,0,0,0,0,12
Industry Group / Groupe industriel:,6214,Out-patient care centres,Centres de soins ambulatoires,0,2,0,0,3,4,0,0,0,1,0,0,0,10
Industry / Industrie:,62141,Family planning centres,Centres de planification familiale,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,621410,Family planning centres,Centres de planification familiale,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,62142,Out-patient mental health and substance use centres,"Centres de soins ambulatoires pour personnes atteintes de problèmes de
santé mentale ou troubles lié",0,1,0,0,0,1,0,0,0,1,0,0,0,3
National Industry / Industrie nationale:,621420,Out-patient mental health and substance use centres,"Centres de soins ambulatoires pour personnes atteintes de problèmes de
santé mentale ou troubles lié",0,1,0,0,0,1,0,0,0,1,0,0,0,3
Industry / Industrie:,62149,Other out-patient care centres,Autres centres de soins ambulatoires,0,1,0,0,3,3,0,0,0,0,0,0,0,7
National Industry / Industrie nationale:,621494,Community health centres,Centres communautaires de soins de santé,0,0,0,0,1,0,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,621499,All other out-patient care centres,Tous les autres centres de soins ambulatoires,0,1,0,0,2,3,0,0,0,0,0,0,0,6
Industry Group / Groupe industriel:,6215,Medical and diagnostic laboratories,Laboratoires médicaux et d'analyses diagnostiques,0,0,0,0,3,3,0,0,0,0,0,0,0,6
Industry / Industrie:,62151,Medical and diagnostic laboratories,Laboratoires médicaux et d'analyses diagnostiques,0,0,0,0,3,3,0,0,0,0,0,0,0,6
National Industry / Industrie nationale:,621510,Medical and diagnostic laboratories,Laboratoires médicaux et d'analyses diagnostiques,0,0,0,0,3,3,0,0,0,0,0,0,0,6
Industry Group / Groupe industriel:,6216,Home health care services,Services de soins de santé à domicile,0,0,0,0,2,0,0,0,0,1,0,0,0,3
Industry / Industrie:,62161,Home health care services,Services de soins de santé à domicile,0,0,0,0,2,0,0,0,0,1,0,0,0,3
National Industry / Industrie nationale:,621610,Home health care services,Services de soins de santé à domicile,0,0,0,0,2,0,0,0,0,1,0,0,0,3
Industry Group / Groupe industriel:,6219,Other ambulatory health care services,Autres services de soins de santé ambulatoires,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Industry / Industrie:,62191,Ambulance services,Services d'ambulance,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,621911,Ambulance (except air ambulance) services,Services d'ambulance (sauf les services d'ambulance aérienne),0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,621912,Air ambulance services,Services d'ambulance aérienne,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,62199,All other ambulatory health care services,Tous les autres services de soins de santé ambulatoires,0,0,0,0,1,0,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,621990,All other ambulatory health care services,Tous les autres services de soins de santé ambulatoires,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Sub Sector / Sous-secteur:,622,Hospitals,Hôpitaux,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,6221,General medical and surgical hospitals,Hôpitaux généraux et hôpitaux de soins chirurgicaux,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,62211,General medical and surgical hospitals,Hôpitaux généraux et hôpitaux de soins chirurgicaux,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,622111,General (except paediatric) hospitals,Hôpitaux généraux (sauf pédiatriques),0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,622112,Paediatric hospitals,Hôpitaux pédiatriques,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,6222,Psychiatric and substance use hospitals,"Hôpitaux psychiatriques et hôpitaux pour les troubles liés à la consommation
d'alcool ou de drogues",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,62221,Psychiatric and substance use hospitals,"Hôpitaux psychiatriques et hôpitaux pour les troubles liés à la consommation
d'alcool ou de drogues",0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,622210,Psychiatric and substance use hospitals,"Hôpitaux psychiatriques et hôpitaux pour les troubles liés à la consommation
d'alcool ou de drogues",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,6223,Specialty hospitals (except psychiatric and substance use),"Hôpitaux spécialisés (sauf psychiatriques et pour les problèmes liés à la
consommation d'alcool et d",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,62231,Specialty hospitals (except psychiatric and substance use),"Hôpitaux spécialisés (sauf psychiatriques et pour les problèmes liés à la
consommation d'alcool et d",0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,622310,Specialty (except psychiatric and substance use) hospitals,"Hôpitaux spécialisés (sauf psychiatriques et pour les problèmes liés à la
consommation d'alcool et d",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub Sector / Sous-secteur:,623,Nursing and residential care facilities,Établissements de soins infirmiers et de soins pour bénéficiaires internes,0,1,0,0,11,1,0,0,0,0,0,0,0,13
Industry Group / Groupe industriel:,6231,Nursing care facilities,Établissements de soins infirmiers,0,0,0,0,5,0,0,0,0,0,0,0,0,5
Industry / Industrie:,62311,Nursing care facilities,Établissements de soins infirmiers,0,0,0,0,5,0,0,0,0,0,0,0,0,5
National Industry / Industrie nationale:,623110,Nursing care facilities,Établissements de soins infirmiers,0,0,0,0,5,0,0,0,0,0,0,0,0,5
Industry Group / Groupe industriel:,6232,"Residential facilities for persons with an intellectual or developmental
disability, a mental health","Établissements résidentiels pour personnes ayant une incapacité liés au
développement, problèmes de",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,62321,Residential facilities for persons with a developmental disability,"Établissements résidentiels pour personnes ayant une incapacité liés au
développement",0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,623210,Residential facilities for persons with a developmental disability,"Établissements résidentiels pour personnes ayant une incapacité liés au
développement",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,62322,"Residential facilities for persons with a mental health or substance use
condition","Établissements résidentiels pour personnes ayant un problème de santé
mentale ou un problème de cons",0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,623221,"Residential facilities for persons with a mental health or substance use
condition","Établissements résidentiels pour personnes ayant un problème de santé
mentale ou un problème de cons",0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,623222,Homes for persons with a psychiatric disability,Foyers pour personnes ayant une déficience psychique,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,6233,Community care facilities for the elderly,Établissements communautaires de soins pour personnes âgées,0,1,0,0,4,1,0,0,0,0,0,0,0,6
Industry / Industrie:,62331,Community care facilities for the elderly,Établissements communautaires de soins pour personnes âgées,0,1,0,0,4,1,0,0,0,0,0,0,0,6
National Industry / Industrie nationale:,623310,Community care facilities for the elderly,Établissements communautaires de soins pour personnes âgées,0,1,0,0,4,1,0,0,0,0,0,0,0,6
Industry Group / Groupe industriel:,6239,Other residential care facilities,Autres établissements de soins pour bénéficiaires internes,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Industry / Industrie:,62399,Other residential care facilities,Autres établissements de soins pour bénéficiaires internes,0,0,0,0,2,0,0,0,0,0,0,0,0,2
National Industry / Industrie nationale:,623991,Transition homes for victims and survivors of abuse and domestic violence,"Maisons de transition pour personnes ayant été victimes et survivants de
violence",0,0,0,0,1,0,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,623992,Homes for children with a mental health condition or disability,"Maisons pour enfants ayant un problème de santé mentale ou une
incapacité",0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,623993,Homes for persons with a physical disability,Foyers pour personnes ayant une incapacité physique,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,623999,All other residential care facilities,Tous les autres établissements de soins pour bénéficiaires internes,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Sub Sector / Sous-secteur:,624,Social assistance,Assistance sociale,0,0,0,0,18,10,0,0,0,2,0,0,0,30
Industry Group / Groupe industriel:,6241,Individual and family services,Services individuels et familiaux,0,0,0,0,6,6,0,0,0,2,0,0,0,14
Industry / Industrie:,62411,Child and youth services,Services à l'enfance et à la jeunesse,0,0,0,0,0,1,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,624110,Child and youth services,Services à l'enfance et à la jeunesse,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Industry / Industrie:,62412,Services for the elderly and persons with a disability,Services aux personnes âgées et aux personnes ayant une incapacité,0,0,0,0,2,2,0,0,0,0,0,0,0,4
National Industry / Industrie nationale:,624120,Services for the elderly and persons with a disability,Services aux personnes âgées et aux personnes ayant une incapacité,0,0,0,0,2,2,0,0,0,0,0,0,0,4
Industry / Industrie:,62419,Other individual and family services,Autres services individuels et familiaux,0,0,0,0,4,3,0,0,0,2,0,0,0,9
National Industry / Industrie nationale:,624190,Other individual and family services,Autres services individuels et familiaux,0,0,0,0,4,3,0,0,0,2,0,0,0,9
Industry Group / Groupe industriel:,6242,"Community food and housing, and emergency and other relief services","Services communautaires d'alimentation et d'hébergement, services
d'urgence et autres secours",0,0,0,0,1,1,0,0,0,0,0,0,0,2
Industry / Industrie:,62421,Community food services,Services communautaires d'alimentation,0,0,0,0,0,1,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,624210,Community food services,Services communautaires d'alimentation,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Industry / Industrie:,62422,Community housing services,Services communautaires d'hébergement,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,624220,Community housing services,Services communautaires d'hébergement,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,62423,Emergency and other relief services,Services d'urgence et autres secours,0,0,0,0,1,0,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,624230,Emergency and other relief services,Services d'urgence et autres secours,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Industry Group / Groupe industriel:,6243,Vocational rehabilitation services,Services de réadaptation professionnelle,0,0,0,0,1,1,0,0,0,0,0,0,0,2
Industry / Industrie:,62431,Vocational rehabilitation services,Services de réadaptation professionnelle,0,0,0,0,1,1,0,0,0,0,0,0,0,2
National Industry / Industrie nationale:,624310,Vocational rehabilitation services,Services de réadaptation professionnelle,0,0,0,0,1,1,0,0,0,0,0,0,0,2
Industry Group / Groupe industriel:,6244,Child day-care services,Services de garderie,0,0,0,0,10,2,0,0,0,0,0,0,0,12
Industry / Industrie:,62441,Child day-care services,Services de garderie,0,0,0,0,10,2,0,0,0,0,0,0,0,12
National Industry / Industrie nationale:,624410,Child day-care services,Services de garderie,0,0,0,0,10,2,0,0,0,0,0,0,0,12
Sector / Secteur:,71,"Arts, entertainment and recreation","Arts, spectacles et loisirs",1,2,0,0,65,34,0,0,1,5,0,0,0,108
Sub Sector / Sous-secteur:,711,"Performing arts, spectator sports and related industries","Arts d'interprétation, sports-spectacles et activités connexes",0,1,0,0,28,8,0,0,0,2,0,0,0,39
Industry Group / Groupe industriel:,7111,Performing arts companies,Compagnies d'arts d'interprétation,0,0,0,0,10,1,0,0,0,1,0,0,0,12
Industry / Industrie:,71111,Theatre companies and dinner theatres,Compagnies de théâtre et cafés-théâtres,0,0,0,0,5,0,0,0,0,1,0,0,0,6
National Industry / Industrie nationale:,711111,Theatre (except musical) companies,Compagnies de théâtre (sauf de comédie musicale),0,0,0,0,2,0,0,0,0,1,0,0,0,3
National Industry / Industrie nationale:,711112,Musical theatre and opera companies,Compagnies de comédie musicale et d'opéra,0,0,0,0,3,0,0,0,0,0,0,0,0,3
Industry / Industrie:,71112,Dance companies,Compagnies de danse,0,0,0,0,1,0,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,711120,Dance companies,Compagnies de danse,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Industry / Industrie:,71113,Musical groups and artists,Formations musicales et musiciens,0,0,0,0,3,1,0,0,0,0,0,0,0,4
National Industry / Industrie nationale:,711130,Musical groups and artists,Formations musicales et musiciens,0,0,0,0,3,1,0,0,0,0,0,0,0,4
Industry / Industrie:,71119,Other performing arts companies,Autres compagnies d'arts d'interprétation,0,0,0,0,1,0,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,711190,Other performing arts companies,Autres compagnies d'arts d'interprétation,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Industry Group / Groupe industriel:,7112,Spectator sports,Sports-spectacles,0,0,0,0,1,2,0,0,0,0,0,0,0,3
Industry / Industrie:,71121,Spectator sports,Sports-spectacles,0,0,0,0,1,2,0,0,0,0,0,0,0,3
National Industry / Industrie nationale:,711213,Horse race tracks,Hippodromes,0,0,0,0,1,1,0,0,0,0,0,0,0,2
National Industry / Industrie nationale:,711214,Other racing facilities and related activities,Autres installations de course et activités connexes,0,0,0,0,0,1,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,711215,Independent athletes performing before a paying audience,Athlètes indépendants s'exécutant devant un public payant,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,711217,Sports teams and clubs performing before a paying audience,Équipes et clubs sportifs jouant devant un public payant,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,7113,"Promoters (presenters) of performing arts, sports and similar events","Promoteurs (diffuseurs) d'événements artistiques et sportifs et d'événements
similaires",0,0,0,0,12,2,0,0,0,0,0,0,0,14
Industry / Industrie:,71131,"Promoters (presenters) of performing arts, sports and similar events with
facilities","Promoteurs (diffuseurs) d'événements artistiques et sportifs et d'événements
similaires, avec instal",0,0,0,0,2,2,0,0,0,0,0,0,0,4
National Industry / Industrie nationale:,711311,Live theatres and other performing arts presenters with facilities,"Exploitants de théâtres et autres diffuseurs d'événements artistiques avec
installations",0,0,0,0,2,0,0,0,0,0,0,0,0,2
National Industry / Industrie nationale:,711319,Sports stadiums and other presenters with facilities,Exploitants de stades et autres diffuseurs avec installations,0,0,0,0,0,2,0,0,0,0,0,0,0,2
Industry / Industrie:,71132,"Promoters (presenters) of performing arts, sports and similar events without
facilities","Promoteurs (diffuseurs) d'événements artistiques et sportifs et d'événements
similaires, sans instal",0,0,0,0,10,0,0,0,0,0,0,0,0,10
National Industry / Industrie nationale:,711321,Performing arts promoters (presenters) without facilities,"Promoteurs (diffuseurs) d'événements artistiques, sans installations",0,0,0,0,6,0,0,0,0,0,0,0,0,6
National Industry / Industrie nationale:,711322,Festivals without facilities,"Festivals, sans installations",0,0,0,0,2,0,0,0,0,0,0,0,0,2
